REGION TYPE,REGION,YEAR,WEEK,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,West Virginia,2020,40,1.2624,5575,2480,3769,1430,41,13,168,49,13308
States,Wisconsin,2020,40,1.0043,825,2823,10261,2253,301,66,166,32,16529
States,Wyoming,2020,40,0.86492,2465,709,677,48,11,21,34,15,3931
States,Commonwealth of the Northern Mariana Islands,2020,40,0,0,0,0,0,0,0,0,0,0
States,Puerto Rico,2020,40,5.15971,62,348,185,485,436,112,84,6,1628
States,Virgin Islands,2020,40,0,133,618,1,8,8,2,0,2,770
States,New York City,2020,40,0.930766,30818,8768,6693,4893,14676,13549,739,69,79397
States,Alabama,2020,41,1.13246,3649,3454,21685,3408,1023,5193,435,91,38412
States,Alaska,2020,41,0.726172,235,2845,31,11,42,141,24,12,3305
States,Arizona,2020,41,1.01349,15074,96,190,9,356,62,160,35,15787
States,Arkansas,2020,41,1.10159,4721,7891,3387,680,143,335,189,55,17157
States,California,2020,41,1.04313,37410,17573,4894,818,3899,211,676,119,64805
States,Colorado,2020,41,1.19393,10106,15226,119,897,470,1827,342,64,28645
States,Connecticut,2020,41,1.21996,12336,23601,2234,26,0,1,466,71,38198
States,Delaware,2020,41,0.274625,734,2303,2363,34,2,26,15,17,5462
States,District of Columbia,2020,41,2.38447,4778,37,228,345,12,10,129,4,5410
States,Florida,2020,41,0,0,0,0,0,0,0,0,0,0
States,Georgia,2020,41,1.89854,59039,2988,1452,735,39,323,1226,93,64576
States,Hawaii,2020,41,0.771367,629,1174,1028,126,11,273,25,23,3241
States,Idaho,2020,41,1.38889,4124,1969,3987,233,138,277,149,35,10728
States,Illinois,2020,41,0.983943,58759,1325,11548,711,1990,773,739,188,75106
States,Indiana,2020,41,1.09325,4731,34557,8860,1559,38,15,544,111,49760
States,Iowa,2020,41,2.19569,807,3943,299,40,47,56,114,16,5192
States,Kansas,2020,41,1.18657,3254,2865,480,2576,2489,219,141,26,11883
States,Kentucky,2020,41,1.10505,9033,573,1760,5312,1240,12126,332,89,30044
States,Louisiana,2020,41,0.867696,12513,21385,2069,1828,1101,173,339,101,39069
States,Maine,2020,41,0.630762,13933,167,191,51,45,40,91,54,14427
States,Maryland,2020,41,1.0276,26118,8349,1493,2347,159,1238,408,65,39704
States,Massachusetts,2020,41,0.825342,34070,24023,388,166,319,161,488,90,59127
States,Michigan,2020,41,0.367396,11165,7406,81,47,335,19,70,65,19053
States,Minnesota,2020,41,0.996807,2339,20550,2372,316,6,99,256,47,25682
States,Mississippi,2020,41,1.61569,5148,4049,2165,1385,1,2,206,34,12750
States,Missouri,2020,41,1.29355,26198,242,123,83,92,10,346,48,26748
States,Montana,2020,41,1.34737,510,25,5943,87,479,81,96,30,7125
States,Nebraska,2020,41,1.20549,5231,285,2117,2582,533,36,130,69,10784
States,Nevada,2020,41,0.647313,3692,582,533,50,154,87,33,18,5098
States,New Hampshire,2020,41,0.652884,901,795,129,10,0,3,12,11,1838
States,New Jersey,2020,41,1.59866,21990,796,145,2202,11,2,402,36,25146
States,New Mexico,2020,41,1.23049,606,16824,410,514,179,240,231,42,18773
States,New York,2020,41,0.925477,37631,1104,5672,4178,50,853,458,125,49488
States,North Carolina,2020,41,1.04975,80470,3973,4550,20,5,51,935,140,89069
States,North Dakota,2020,41,1.64572,2080,524,215,217,35,271,55,12,3342
States,Ohio,2020,41,0.71735,104,3991,6501,1408,318,1200,97,41,13522
States,Oklahoma,2020,41,1.50336,2824,277,73,335,123,93,56,11,3725
States,Oregon,2020,41,1.48806,8659,374,3792,11028,7444,4723,536,88,36020
States,Pennsylvania,2020,41,0.963748,9211,24352,5162,18381,235,973,562,103,58314
States,Rhode Island,2020,41,0.608853,550,4755,469,2365,2762,1253,74,25,12154
States,South Carolina,2020,41,1.46502,7526,2266,476,24,12,3,151,24,10307
States,South Dakota,2020,41,0.562169,6585,1995,330,122,1,39,51,29,9072
States,Tennessee,2020,41,1.39085,8476,950,2361,1121,14177,5485,453,74,32570
States,Texas,2020,41,1.48922,6492,34555,6731,930,269,1452,751,81,50429
States,Utah,2020,41,1.02162,16732,1577,5248,614,161,1705,266,50,26037
States,Vermont,2020,41,0.770952,1971,1502,526,20,1,1,31,12,4021
States,Virginia,2020,41,1.10495,5384,33840,8239,32618,6080,2259,977,162,88420
States,Washington,2020,41,0.784446,5441,4532,4932,171,6,2765,140,43,17847
States,West Virginia,2020,41,2.5122,5074,3955,3536,1045,317,5,350,47,13932
States,Wisconsin,2020,41,1.18047,11756,2391,1635,305,558,721,205,32,17366
States,Wyoming,2020,41,0.568855,153,3861,181,4,6,14,24,18,4219
States,Commonwealth of the Northern Mariana Islands,2020,41,0,0,0,0,0,0,0,0,0,0
States,Puerto Rico,2020,41,6.23907,1526,188,0,1,0,0,107,6,1715
States,Virgin Islands,2020,41,0,735,138,1,37,58,4,0,3,973
States,New York City,2020,41,0.964173,10545,28733,15171,7950,12971,1276,739,68,76646
States,Alabama,2020,42,1.21625,36863,799,337,110,29,12,464,91,38150
States,Alaska,2020,42,0.832306,1140,1189,790,16,61,48,27,12,3244
States,Arizona,2020,42,0.918876,1602,9134,2772,1068,509,151,140,35,15236
States,Arkansas,2020,42,0.967249,8170,2111,3877,1560,1789,172,171,56,17679
States,California,2020,42,0.992639,7346,49693,7459,214,333,437,650,122,65482
States,Colorado,2020,42,1.05357,11049,15476,418,194,131,922,297,64,28190
States,Connecticut,2020,42,1.26188,20044,3238,6862,5156,1018,928,470,70,37246
States,Delaware,2020,42,0.653975,99,5447,103,526,62,644,45,17,6881
States,District of Columbia,2020,42,2.42651,2055,674,1362,267,136,575,123,4,5069
States,Florida,2020,42,0,0,0,0,0,0,0,0,0,0
States,Georgia,2020,42,1.68567,23926,21234,9535,550,3213,3476,1044,92,61934
States,Hawaii,2020,42,0.548948,1799,45,102,68,3,169,12,20,2186
States,Idaho,2020,42,1.26632,3064,4327,907,1075,795,98,130,34,10266
States,Illinois,2020,42,0.862162,65299,824,647,1987,4474,1117,641,188,74348
States,Indiana,2020,42,1.15595,27871,13479,870,4969,267,470,554,110,47926
States,Iowa,2020,42,1.94818,1084,1652,386,163,633,1215,100,16,5133
States,Kansas,2020,42,0.968295,2442,8015,955,103,28,127,113,26,11670
States,Kentucky,2020,42,1.06454,7229,21794,94,417,55,189,317,87,29778
States,Louisiana,2020,42,0.645551,34149,388,823,709,266,68,235,80,36403
States,Maine,2020,42,0.501782,2156,6657,4080,88,763,7,69,53,13751
States,Maryland,2020,42,0.980238,26380,6307,2517,1414,480,954,373,63,38052
States,Massachusetts,2020,42,0.649545,37749,13041,2832,490,502,2195,369,90,56809
States,Michigan,2020,42,0.291727,8027,1548,3929,603,86,204,42,47,14397
States,Minnesota,2020,42,0.829221,9606,6035,6376,2553,63,89,205,49,24722
States,Mississippi,2020,42,1.55168,102,11504,309,41,11,20,186,34,11987
States,Missouri,2020,42,1.08681,8368,11215,1254,170,585,1411,250,48,23003
States,Montana,2020,42,1.29082,1536,117,686,1604,510,1977,83,30,6430
States,Nebraska,2020,42,1.11067,6915,319,330,114,591,1725,111,70,9994
States,Nevada,2020,42,0.507726,3410,5295,331,18,3,3,46,28,9060
States,New Hampshire,2020,42,0.183824,1117,45,183,50,64,173,3,9,1632
States,New Jersey,2020,42,1.65582,16152,5473,128,252,1029,942,397,36,23976
States,New Mexico,2020,42,1.91507,11585,1395,709,1137,558,229,299,44,15613
States,New York,2020,42,0.856567,37625,1145,7241,249,927,445,408,125,47632
States,North Carolina,2020,42,0.894208,35111,4413,44433,794,805,3685,798,139,89241
States,North Dakota,2020,42,1.94265,1026,525,1501,33,88,70,63,12,3243
States,Ohio,2020,42,0.750172,2842,10146,1079,6,114,343,109,40,14530
States,Oklahoma,2020,42,1.44344,6495,10,101,384,8,207,104,25,7205
States,Oregon,2020,42,1.29866,21307,957,2243,3886,3811,2601,452,89,34805
States,Pennsylvania,2020,42,0.861232,54192,1099,391,371,297,313,488,103,56663
States,Rhode Island,2020,42,0.663176,3441,5703,1421,292,146,457,76,26,11460
States,South Carolina,2020,42,1.8609,1160,1940,1156,6313,31,40,198,23,10640
States,South Dakota,2020,42,0.460087,4228,464,3440,542,14,6,40,31,8694
States,Tennessee,2020,42,1.30701,28914,3602,271,175,253,220,437,81,33435
States,Texas,2020,42,1.52946,25522,16393,4468,1253,647,427,745,74,48710
States,Utah,2020,42,0.820416,18414,1918,1913,731,1077,203,199,50,24256
States,Vermont,2020,42,0.746454,3803,101,61,7,26,21,30,13,4019
States,Virginia,2020,42,0.942108,43678,14525,11295,5763,3297,7844,814,162,86402
States,Washington,2020,42,0.523062,7156,1793,5013,1728,489,645,88,43,16824
States,West Virginia,2020,42,0.747238,13954,683,632,81,10,30,115,51,15390
States,Wisconsin,2020,42,1.08643,3822,2179,7140,2851,181,303,179,31,16476
States,Wyoming,2020,42,0.688137,3469,56,85,14,3,6,25,16,3633
States,Commonwealth of the Northern Mariana Islands,2020,42,0,0,0,0,0,0,0,0,0,0
States,Puerto Rico,2020,42,3.66232,111,1380,38,58,11,13,59,6,1611
States,Virgin Islands,2020,42,0,595,24,35,6,1,0,0,3,661
States,New York City,2020,42,0.797397,66443,3947,6593,616,126,28,620,69,77753
States,Alabama,2020,43,1.29847,38384,83,34,3,1,2,500,91,38507
States,Alaska,2020,43,0.975927,723,2038,119,41,10,143,30,12,3074
States,Arizona,2020,43,0.814843,4853,10245,245,574,3,34,130,34,15954
States,Arkansas,2020,43,1.17268,5706,938,6377,1707,1221,1447,204,54,17396
States,California,2020,43,0.995457,13395,46747,2194,1788,231,138,642,120,64493
States,Colorado,2020,43,1.13962,8797,10196,1453,92,6563,1505,326,64,28606
States,Connecticut,2020,43,1.07629,22646,6500,4771,5884,808,3617,476,70,44226
States,Delaware,2020,43,0.629186,2930,676,5765,104,114,265,62,18,9854
States,District of Columbia,2020,43,2.2123,1703,2667,311,75,87,84,109,4,4927
States,Florida,2020,43,0,0,0,0,0,0,0,0,0,0
States,Georgia,2020,43,1.75161,44041,37,11915,5530,92,1698,1109,92,63313
States,Hawaii,2020,43,1.27238,851,573,263,142,193,100,27,22,2122
States,Idaho,2020,43,1.48841,1643,3038,1712,2985,128,975,156,35,10481
States,Illinois,2020,43,1.01195,39233,1281,4232,9185,14303,4793,739,189,73027
States,Indiana,2020,43,1.24926,31406,3173,5824,196,6207,262,588,111,47068
States,Iowa,2020,43,2.02414,219,4592,540,31,2,1,109,16,5385
States,Kansas,2020,43,1.43541,4107,5220,1191,349,0,1,156,27,10868
States,Kentucky,2020,43,1.45513,29372,153,1524,138,6,7,454,92,31200
States,Louisiana,2020,43,0.698431,24556,946,1806,7129,1092,2270,264,101,37799
States,Maine,2020,43,0.607947,6042,7212,413,55,66,29,84,53,13817
States,Maryland,2020,43,0.931295,35073,1917,1532,46,324,86,363,63,38978
States,Massachusetts,2020,43,0.7103,42387,13974,94,0,0,0,401,89,56455
States,Michigan,2020,43,0.295183,3660,1454,720,414,1147,58,22,23,7453
States,Minnesota,2020,43,0.498065,5077,1644,2902,12140,1150,3188,130,50,26101
States,Mississippi,2020,43,1.90305,7150,3802,2193,136,58,8,254,34,13347
States,Missouri,2020,43,1.06664,23422,294,54,2,18,23,254,48,23813
States,Montana,2020,43,0.959874,463,3540,812,360,180,1000,61,30,6355
States,Nebraska,2020,43,0.923432,1490,7334,150,1084,218,120,96,70,10396
States,Nevada,2020,43,0.835599,71,1860,1249,5860,297,596,83,29,9933
States,New Hampshire,2020,43,0.595238,1531,91,304,38,3,49,12,11,2016
States,New Jersey,2020,43,1.79331,7852,8276,6527,662,671,1161,451,36,25149
States,New Mexico,2020,43,1.67738,17119,2450,170,79,21,73,334,44,19912
States,New York,2020,43,0.842508,38470,1254,2203,2064,1655,1950,401,126,47596
States,North Carolina,2020,43,0.958154,76167,8570,3698,431,13,42,852,141,88921
States,North Dakota,2020,43,2.49754,727,844,44,732,211,485,76,12,3043
States,Ohio,2020,43,0.990529,11699,980,144,999,0,9,137,38,13831
States,Oklahoma,2020,43,2.2788,2055,1129,242,2132,47,12,128,23,5617
States,Oregon,2020,43,1.30426,846,28424,2886,846,1155,192,448,88,34349
States,Pennsylvania,2020,43,0.987143,41178,11078,3056,649,266,1718,572,103,57945
States,Rhode Island,2020,43,0.516046,19,2301,1575,2059,6191,257,64,29,12402
States,South Carolina,2020,43,1.5873,4887,3951,1829,275,39,44,175,24,11025
States,South Dakota,2020,43,0.573703,3125,3513,147,1356,100,300,49,31,8541
States,Tennessee,2020,43,1.43044,13030,14852,3119,437,628,1490,480,110,33556
States,Texas,2020,43,1.44101,5837,35423,1314,3,12,20,614,65,42609
States,Utah,2020,43,1.03,22933,26,164,11,82,85,240,50,23301
States,Vermont,2020,43,1.02891,3075,663,175,146,6,17,42,14,4082
States,Virginia,2020,43,0.984834,24627,51715,4907,4946,1409,25,863,162,87629
States,Washington,2020,43,0.615345,7168,8368,49,2,5,9,96,44,15601
States,West Virginia,2020,43,0.819221,10638,440,1407,1331,363,347,119,50,14526
States,Wisconsin,2020,43,1.09333,2085,14097,1,2,3,1,177,31,16189
States,Wyoming,2020,43,0.652529,2649,586,221,12,48,162,24,15,3678
States,Commonwealth of the Northern Mariana Islands,2020,43,0,0,0,0,0,0,0,0,0,0
States,Puerto Rico,2020,43,5.93714,738,472,476,14,5,13,102,6,1718
States,Virgin Islands,2020,43,0,1323,6,53,25,20,18,0,4,1445
States,New York City,2020,43,0.918325,7996,44538,15632,2727,204,1753,669,67,72850
States,Alabama,2020,44,1.09974,25677,1893,8832,314,18,2,404,91,36736
States,Alaska,2020,44,0.859107,906,1530,399,7,50,18,25,12,2910
States,Arizona,2020,44,0.798059,9735,4344,1021,554,3,6,125,34,15663
States,Arkansas,2020,44,1.07093,12814,1303,578,3,1052,124,170,55,15874
States,California,2020,44,1.15562,55395,3528,853,2952,292,63,729,118,63083
States,Colorado,2020,44,1.44856,19644,3627,3436,226,1242,60,409,64,28235
States,Connecticut,2020,44,1.43492,11253,24517,1722,655,88,25,549,73,38260
States,Delaware,2020,44,0.542182,4301,2244,2353,180,4,140,50,17,9222
States,District of Columbia,2020,44,2.23375,4176,15,43,154,17,27,99,4,4432
States,Florida,2020,44,0,0,0,0,0,0,0,0,0,0
States,Georgia,2020,44,1.62917,26271,34899,783,939,78,7,1026,92,62977
States,Hawaii,2020,44,0.748877,27,627,426,319,39,565,15,20,2003
States,Idaho,2020,44,1.47029,7990,1768,22,105,88,25,147,35,9998
States,Illinois,2020,44,1.21673,49825,8988,6593,5053,996,377,874,188,71832
States,Indiana,2020,44,1.40395,22207,17745,5558,51,89,7,641,111,45657
States,Iowa,2020,44,2.63981,4769,148,123,41,8,25,135,16,5114
States,Kansas,2020,44,1.23062,3917,3416,3049,6,193,64,131,27,10645
States,Kentucky,2020,44,1.3586,27293,4514,333,72,1,26,438,90,32239
States,Louisiana,2020,44,0.897632,24912,6543,4356,188,4,649,329,103,36652
States,Maine,2020,44,0.592571,3415,2831,739,4250,453,2150,82,53,13838
States,Maryland,2020,44,1.2404,4430,2954,19228,1354,5144,4136,462,63,37246
States,Massachusetts,2020,44,0.823689,46494,3073,1582,380,905,620,437,90,53054
States,Michigan,2020,44,0.385242,14256,5300,572,52,46,21,78,68,20247
States,Minnesota,2020,44,0.553265,25823,2917,3017,635,4159,1044,208,82,37595
States,Mississippi,2020,44,1.48703,7250,15,1069,1484,92,110,149,27,10020
States,Missouri,2020,44,1.17616,19616,1618,556,1151,71,29,271,48,23041
States,Montana,2020,44,0.931815,2253,3842,547,85,27,7,63,31,6761
States,Nebraska,2020,44,1.33262,1370,8344,1049,211,172,35,149,71,11181
States,Nevada,2020,44,0.835934,5231,333,3043,248,2,115,75,29,8972
States,New Hampshire,2020,44,0.598504,1274,292,15,27,83,314,12,11,2005
States,New Jersey,2020,44,1.86805,10728,10940,1225,480,82,206,442,36,23661
States,New Mexico,2020,44,1.90819,4006,9399,2504,1035,794,342,345,45,18080
States,New York,2020,44,0.87251,34046,3816,3525,851,681,1665,389,127,44584
States,North Carolina,2020,44,0.855205,3580,1378,45732,18550,5895,11277,739,144,86412
States,North Dakota,2020,44,2.61816,2886,49,3,1,0,2,77,11,2941
States,Ohio,2020,44,1.11012,8355,4383,1745,2,9,9,161,41,14503
States,Oklahoma,2020,44,2.37574,414,2969,406,29,1426,691,141,23,5935
States,Oregon,2020,44,1.2943,27442,6307,363,23,58,34,443,86,34227
States,Pennsylvania,2020,44,1.0083,12301,30630,5414,5097,598,1003,555,101,55043
States,Rhode Island,2020,44,0.51116,3426,711,3875,1932,728,1066,60,29,11738
States,South Carolina,2020,44,1.37767,876,1979,2994,531,2447,1698,145,24,10525
States,South Dakota,2020,44,0.804829,2023,4784,1106,243,536,254,72,31,8946
States,Tennessee,2020,44,1.31591,5092,22487,3748,431,293,474,428,111,32525
States,Texas,2020,44,1.55983,34758,2489,4852,3591,459,10,720,76,46159
States,Utah,2020,44,1.07685,2147,6564,8222,3648,31,1768,241,50,22380
States,Vermont,2020,44,0.869565,3115,329,71,22,17,11,31,13,3565
States,Virginia,2020,44,0.940024,42767,12967,27074,702,150,1657,802,162,85317
States,Washington,2020,44,0.830102,13100,2486,415,375,55,73,137,51,16504
States,West Virginia,2020,44,1.22481,10153,4996,30,2,4,1,186,53,15186
States,Wisconsin,2020,44,1.17047,9010,6402,313,70,87,9,186,31,15891
States,Wyoming,2020,44,1.01626,2072,233,613,30,193,303,35,14,3444
States,Commonwealth of the Northern Mariana Islands,2020,44,0,0,0,0,0,0,0,0,0,0
States,Puerto Rico,2020,44,5.97015,1439,215,9,2,10,0,100,6,1675
States,Virgin Islands,2020,44,0.248293,1037,435,33,32,10,64,4,4,1611
States,New York City,2020,44,0.848231,24681,36857,9886,578,442,1003,623,66,73447
States,Alabama,2020,45,1.34503,36155,513,479,1021,136,1472,535,91,39776
States,Alaska,2020,45,0.950119,2068,778,23,65,6,7,28,12,2947
States,Arizona,2020,45,1.13246,715,6111,5104,1694,294,2683,188,34,16601
States,Arkansas,2020,45,1.40444,12619,3440,459,1,0,0,232,54,16519
States,California,2020,45,1.2992,1497,29196,20264,6769,6475,1455,853,118,65656
States,Colorado,2020,45,1.37381,10184,197,15309,3055,823,276,410,64,29844
States,Connecticut,2020,45,1.29836,38221,660,3070,20,2,3,545,73,41976
States,Delaware,2020,45,0.741886,6928,1653,705,58,35,326,72,17,9705
States,District of Columbia,2020,45,2.49132,2117,260,735,1183,263,339,122,4,4897
States,Florida,2020,45,0,0,0,0,0,0,0,0,0,0
States,Georgia,2020,45,1.94451,36578,9040,5992,984,7900,1681,1209,92,62175
States,Hawaii,2020,45,1.11789,150,849,883,23,6,57,22,20,1968
States,Idaho,2020,45,2.0324,3634,933,1367,636,2088,1281,202,35,9939
States,Illinois,2020,45,1.48618,52695,13668,7575,69,1462,1103,1138,189,76572
States,Indiana,2020,45,1.52033,16096,12269,10749,6083,2492,853,738,111,48542
States,Iowa,2020,45,5.58886,4135,804,170,57,3,2,289,16,5171
States,Kansas,2020,45,1.87034,7106,175,3294,256,228,62,208,26,11121
States,Kentucky,2020,45,1.44337,1623,24254,4150,97,20,271,439,89,30415
States,Louisiana,2020,45,0.944754,12139,25221,583,33,11,224,361,103,38211
States,Maine,2020,45,0.627554,468,8475,2350,1780,245,386,86,53,13704
States,Maryland,2020,45,1.38331,17735,9556,5163,3048,205,366,499,63,36073
States,Massachusetts,2020,45,0.955625,23432,10581,4416,9213,4587,5011,547,92,57240
States,Michigan,2020,45,0.453136,17614,3261,74,13,1,2,95,68,20965
States,Minnesota,2020,45,0.698053,18991,3568,9489,1877,3236,1518,270,83,38679
States,Mississippi,2020,45,1.87102,6263,1022,4722,57,5,10,226,35,12079
States,Missouri,2020,45,1.18762,17086,8682,419,32,42,10,312,48,26271
States,Montana,2020,45,1.00175,3504,116,34,1853,326,456,63,31,6289
States,Nebraska,2020,45,1.38705,9984,643,544,745,173,23,168,71,12112
States,Nevada,2020,45,1.61309,5141,709,1502,100,755,410,139,27,8617
States,New Hampshire,2020,45,0.419287,666,214,245,368,61,354,8,11,1908
States,New Jersey,2020,45,2.53701,17840,1125,4062,134,449,237,605,34,23847
States,New Mexico,2020,45,1.97208,20212,48,192,25,2,7,404,44,20486
States,New York,2020,45,1.03146,20988,19021,406,1552,524,3657,476,124,46148
States,North Carolina,2020,45,0.894659,64002,7332,6774,1522,1561,69,727,138,81260
States,North Dakota,2020,45,3.31187,1027,474,238,405,21,9,72,12,2174
States,Ohio,2020,45,1.00897,6647,4763,1794,153,6,17,135,37,13380
States,Oklahoma,2020,45,2.80195,2895,3546,264,13,43,20,190,22,6781
States,Oregon,2020,45,1.52543,7715,2179,17431,847,184,7306,544,86,35662
States,Pennsylvania,2020,45,1.12679,28654,6731,8475,6824,4885,431,631,101,56000
States,Rhode Island,2020,45,0.831048,6221,1645,1797,708,500,1162,100,30,12033
States,South Carolina,2020,45,1.86611,414,405,6714,2262,61,272,189,24,10128
States,South Dakota,2020,45,0.689578,8156,764,42,10,5,14,62,31,8991
States,Tennessee,2020,45,1.5098,25589,3178,190,2643,307,349,487,109,32256
States,Texas,2020,45,1.78136,39334,5213,392,5684,91,90,905,82,50804
States,Utah,2020,45,1.12595,11778,502,3048,290,6076,1220,258,50,22914
States,Vermont,2020,45,1.42379,1813,353,185,8,24,5,34,11,2388
States,Virginia,2020,45,1.09554,33140,14125,3293,23607,4686,6404,934,162,85255
States,Washington,2020,45,0.784004,15154,784,260,36,63,157,129,51,16454
States,West Virginia,2020,45,0.987948,8892,3420,1557,19,205,179,141,51,14272
States,Wisconsin,2020,45,1.11,9202,5909,2512,19,54,322,200,37,18018
States,Wyoming,2020,45,0.597229,968,1251,245,280,979,463,25,16,4186
States,Commonwealth of the Northern Mariana Islands,2020,45,0,0,0,0,0,0,0,0,0,0
States,Puerto Rico,2020,45,6.42361,239,246,62,903,243,35,111,6,1728
States,Virgin Islands,2020,45,0.0761035,803,343,157,4,2,5,1,4,1314
States,New York City,2020,45,0.88259,66835,5526,4449,97,102,37,680,69,77046
States,Alabama,2020,46,1.17685,35540,4433,2065,758,101,184,507,91,43081
States,Alaska,2020,46,1.15193,1031,106,1285,348,440,2,37,12,3212
States,Arizona,2020,46,1.81717,9766,754,99,81,26,5,195,24,10731
States,Arkansas,2020,46,1.38284,9613,3431,3786,134,21,9,235,52,16994
States,California,2020,46,1.42337,30269,23795,3618,980,691,1840,871,118,61193
States,Colorado,2020,46,1.28886,1049,20854,898,2150,2151,1528,369,63,28630
States,Connecticut,2020,46,1.31175,33220,6202,4525,161,30,154,581,73,44292
States,Delaware,2020,46,0.558553,1168,1057,7800,323,11,204,59,18,10563
States,District of Columbia,2020,46,2.47243,4133,169,749,36,10,525,139,4,5622
States,Florida,2020,46,0,0,0,0,0,0,0,0,0,0
States,Georgia,2020,46,1.88236,44749,14308,4023,2426,898,799,1265,93,67203
States,Hawaii,2020,46,0.844119,603,85,173,819,18,79,15,19,1777
States,Idaho,2020,46,1.77765,9084,540,407,67,64,20,181,35,10182
States,Illinois,2020,46,1.44305,48067,27281,1875,49,125,355,1122,190,77752
States,Indiana,2020,46,1.69646,5220,41447,1267,651,1139,734,856,109,50458
States,Iowa,2020,46,0.900735,2182,2429,534,171,16,108,49,16,5440
States,Kansas,2020,46,1.91708,750,8127,1288,421,18,298,209,25,10902
States,Kentucky,2020,46,1.56615,17735,11266,2478,548,556,364,516,93,32947
States,Louisiana,2020,46,0.860352,30007,6484,276,782,30,80,324,89,37659
States,Maine,2020,46,0.790861,8382,1341,717,1977,133,1106,108,52,13656
